City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,georgiyevka,43.0369,74.7114,-1.98,93,100,3.0,KZ,1675646397
361,general pico,-35.6566,-63.7568,26.29,26,0,2.02,AR,1675646398
362,ishigaki,24.3448,124.1572,23.07,83,75,6.17,JP,1675646398
363,xingyi,24.1877,102.817,10.4,44,81,1.89,CN,1675646399
364,antofagasta,-23.65,-70.4,22.6,86,38,2.34,CL,1675646312
365,yate,51.5407,-2.4184,0.69,92,9,0.61,GB,1675646399
366,kyabe,9.4515,18.9449,25.39,16,100,2.6,TD,1675646400
367,hambantota,6.1241,81.1185,23.95,85,100,5.77,LK,1675646233
368,wawa,9.9022,4.4192,27.64,22,100,1.58,NG,1675646138
369,nelson bay,-32.7167,152.15,27.22,66,19,4.95,AU,1675646401
370,zdvinsk,54.7021,78.661,-18.95,98,100,3.16,RU,1675646402
371,surgut,61.25,73.4167,-19.9,84,100,2.0,RU,1675646407
372,kokkola,63.8385,23.1307,-0.6,95,0,1.54,FI,1675646409
373,williams lake,52.1415,-122.1445,0.44,98,89,1.0,CA,1675646130
374,dali,25.7,100.1833,6.54,50,0,1.5,CN,1675646412
375,ferrol,43.4832,-8.2369,12.37,78,11,3.47,ES,1675646414
376,whitehorse,60.7161,-135.0538,-7.77,79,100,5.66,CA,1675646415
377,mecca,21.4267,39.8261,20.07,70,13,0.87,SA,1675646417
378,vardo,70.3705,31.1107,-4.01,93,100,3.6,NO,1675646046
379,te anau,-45.4167,167.7167,16.11,77,99,2.98,NZ,1675646120
380,maryville,35.7565,-83.9705,11.14,72,0,4.63,US,1675646418
381,diofior,14.1833,-16.6667,19.4,45,50,5.41,SN,1675646419
382,svay rieng,11.0879,105.7993,25.13,72,100,2.67,KH,1675646420
383,mandiana,10.6333,-8.6833,25.7,20,100,2.41,GN,1675646421
384,luangwa,-15.6167,30.4167,21.69,95,96,1.1,ZM,1675646422
385,bezhta,42.1338,46.1283,-4.57,94,100,1.03,RU,1675646423
386,verkhnetulomskiy,68.6073,31.7962,-11.93,96,100,2.23,RU,1675646423
387,kidal,18.4411,1.4078,22.01,12,3,2.4,ML,1675646228
388,hovd,48.0056,91.6419,-16.25,76,88,1.03,MN,1675646124
389,pochutla,15.7432,-96.4661,25.9,72,0,1.85,MX,1675646427
390,erdenet,49.0333,104.0833,-21.29,100,57,1.17,MN,1675646427
391,sandakan,5.8402,118.1179,28.82,79,20,0.51,MY,1675646428
392,bosobolo,4.1833,19.9,24.2,26,8,0.86,CD,1675646429
393,arandis,-22.4167,14.9667,18.3,75,100,2.01,NA,1675646430
394,amlagora,22.8333,87.3333,16.05,40,0,1.74,IN,1675646431
395,sakakah,29.9697,40.2064,8.76,36,38,3.21,SA,1675646431
396,ampanihy,-24.7,44.75,21.75,94,100,3.12,MG,1675646431
397,xining,36.6167,101.7667,-4.93,59,55,1.08,CN,1675646156
398,souillac,-20.5167,57.5167,25.21,88,40,1.54,MU,1675646258
399,buta,2.7858,24.73,19.38,45,14,0.53,CD,1675646432
400,san pedro,14.35,121.0167,27.57,75,40,1.54,PH,1675646307
401,deputatskiy,69.3,139.9,-38.07,99,98,2.22,RU,1675646433
402,catia la mar,10.6038,-67.0303,27.11,78,40,3.09,VE,1675646434
403,otrado-kubanskoye,45.2442,40.8408,-0.95,83,48,5.8,RU,1675646434
404,cam ranh,11.9214,109.1591,24.98,78,20,1.54,VN,1675646434
405,conde,-7.2597,-34.9075,25.47,81,11,3.7,BR,1675646160
406,turinsk,58.0458,63.696,-16.35,99,99,0.7,RU,1675646178
407,aldan,58.6031,125.3894,-32.53,97,100,1.26,RU,1675646435
408,san jose,37.3394,-121.895,11.28,78,75,6.17,US,1675646138
409,nadym,65.5333,72.5167,-24.83,100,100,1.97,RU,1675646229
410,san cristobal,7.7669,-72.225,22.1,88,3,0.75,VE,1675646145
411,broken hill,-31.95,141.4333,26.9,26,0,5.6,AU,1675646436
412,mudon,16.2578,97.7164,23.81,81,49,1.45,MM,1675646436
413,queimadas,-10.9783,-39.6264,25.45,64,45,5.47,BR,1675646437
414,hamilton,39.1834,-84.5333,8.88,69,40,3.09,US,1675645863
415,avigliano,40.7329,15.72,-2.41,61,100,4.58,IT,1675646438
416,labytnangi,66.6572,66.4183,-22.72,95,58,1.38,RU,1675646263
417,portland,45.5234,-122.6762,10.32,88,75,4.12,US,1675645848
418,tabuk,17.4189,121.4443,24.31,77,85,1.9,PH,1675646347
419,le port,-20.9373,55.2919,25.98,79,100,3.93,RE,1675646439
420,leningradskiy,69.3833,178.4167,-29.33,98,100,2.03,RU,1675646148
421,tsiroanomandidy,-18.7667,46.0333,18.85,90,100,0.44,MG,1675646440
422,gobabis,-22.45,18.9667,19.39,83,100,6.53,NA,1675646383
423,jalu,29.0331,21.5482,11.79,44,100,6.04,LY,1675646440
424,mlonggo,-6.5333,110.7,27.4,82,99,2.1,ID,1675646441
425,baruun-urt,46.6806,113.2792,-19.6,91,16,2.09,MN,1675646431
426,maceio,-9.6658,-35.7353,24.69,94,20,2.06,BR,1675646343
427,nea peramos,38.0076,23.423,4.9,93,75,4.12,GR,1675646441
428,karratha,-20.7377,116.8463,34.22,41,2,0.6,AU,1675646398
429,bud,39.447,-86.1758,7.04,70,3,3.79,US,1675646442
430,kutum,14.2,24.6667,17.53,14,98,2.53,SD,1675646427
431,lorengau,-2.0226,147.2712,28.48,76,100,2.07,PG,1675646370
432,petropavlovsk-kamchatskiy,53.0452,158.6483,-4.67,74,75,0.0,RU,1675646443
433,waingapu,-9.6567,120.2641,26.4,85,100,6.65,ID,1675646443
434,muravlenko,63.7898,74.523,-19.46,100,100,0.31,RU,1675646444
435,kathmandu,27.7167,85.3167,8.8,83,20,1.03,NP,1675645743
436,pontes e lacerda,-15.2261,-59.3353,22.55,98,100,1.42,BR,1675646446
437,saint-joseph,-21.3667,55.6167,24.21,83,100,4.48,RE,1675646446
438,qandala,11.472,49.8728,21.95,78,29,1.56,SO,1675646081
439,la ronge,55.1001,-105.2842,-4.25,96,100,2.66,CA,1675646132
440,zeya,53.75,127.2667,-23.52,98,100,0.87,RU,1675646156
441,saurimo,-9.6608,20.3916,15.83,97,91,0.89,AO,1675646448
442,kloulklubed,7.0419,134.2556,27.28,77,100,9.48,PW,1675646254
443,isangel,-19.55,169.2667,30.18,67,100,1.26,VU,1675646001
444,cabo san lucas,22.8909,-109.9124,26.17,33,0,5.14,MX,1675645918
445,walvis bay,-22.9575,14.5053,18.94,87,100,2.25,NA,1675646450
446,pangai,-19.8,-174.35,28.06,74,75,6.17,TO,1675646146
447,awjilah,29.1081,21.2869,11.86,46,100,5.66,LY,1675646451
448,flin flon,54.7682,-101.865,-4.71,98,100,3.74,CA,1675646448
449,artesia,33.8658,-118.0831,18.04,64,0,9.77,US,1675646262
450,mitsamiouli,-11.3847,43.2844,27.31,77,100,3.21,KM,1675646444
451,wagga wagga,-35.1167,147.3667,28.11,45,0,2.63,AU,1675646270
452,huilong,31.8111,121.655,7.74,97,100,4.34,CN,1675646453
453,tigil,57.8,158.6667,-19.4,95,100,1.36,RU,1675646454
454,edea,3.8,10.1333,25.01,94,70,0.61,CM,1675646380
455,pijijiapan,15.7011,-93.23,25.23,63,0,2.28,MX,1675646455
456,itarema,-2.9248,-39.9167,25.01,87,86,3.98,BR,1675646130
457,shahdadkot,27.8477,67.9055,17.49,32,0,2.62,PK,1675646457
458,puquio,-14.7,-74.1333,9.72,94,100,0.89,PE,1675646457
459,ulcinj,41.9294,19.2244,0.12,42,0,4.65,ME,1675646457
460,juan lacaze,-34.4342,-57.4381,23.4,39,100,4.48,UY,1675646458
461,matara,5.9485,80.5353,23.93,92,100,2.01,LK,1675646419
462,graaff-reinet,-32.2522,24.5308,18.84,90,51,2.97,ZA,1675646459
463,byron bay,-28.65,153.6167,28.73,53,45,3.62,AU,1675646460
464,dudinka,69.4058,86.1778,-15.21,100,100,1.73,RU,1675646460
465,zavetnoye,47.1194,43.8903,-2.82,85,100,4.49,RU,1675646461
466,biak,-0.9131,122.8766,27.88,63,95,2.6,ID,1675646461
467,domoni,-12.2569,44.5319,25.81,84,100,0.81,KM,1675646463
468,surt,31.2089,16.5887,13.59,54,90,8.04,LY,1675646301
469,miles city,46.4083,-105.8406,3.54,70,100,2.57,US,1675646464
470,harriston,43.9001,-80.883,1.92,81,100,2.06,CA,1675646465
471,priyutnoye,46.1011,43.5072,-2.24,87,100,4.44,RU,1675646466
472,standish,43.9831,-83.9589,0.0,86,100,3.39,US,1675646470
473,paralimni,35.0375,33.9833,11.19,83,100,2.24,CY,1675646471
474,namibe,-15.1961,12.1522,21.48,80,100,2.68,AO,1675646154
475,cerrito,6.8432,-72.694,11.11,89,51,3.0,CO,1675646473
476,hagi,34.4,131.4167,6.05,53,100,1.52,JP,1675646474
477,alta floresta,-9.8756,-56.0861,22.35,95,99,1.19,BR,1675646443
478,colac,-38.3333,143.5833,17.32,52,24,2.75,AU,1675646475
479,angleton,29.1694,-95.4319,19.07,83,0,3.09,US,1675646476
480,tonkino,57.3726,46.4629,-17.96,100,98,1.2,RU,1675646477
481,ola,59.5833,151.2833,-21.67,77,99,3.84,RU,1675646443
482,egvekinot,66.3167,-179.1667,-27.66,85,100,5.29,RU,1675646320
483,ayan,56.45,138.1667,-21.21,74,67,2.96,RU,1675646272
484,khasan,42.4308,130.6434,-3.8,69,9,4.14,RU,1675646480
485,vanderhoof,54.0166,-124.0198,1.37,76,14,4.44,CA,1675646481
486,goderich,43.7501,-81.7165,2.18,80,100,3.09,CA,1675646263
487,grand-lahou,5.1367,-5.0242,26.52,87,84,4.28,CI,1675646444
488,mahibadhoo,3.7833,72.9667,27.35,75,87,3.72,MV,1675646482
489,caravelas,-17.7125,-39.2481,25.75,83,1,4.72,BR,1675646350
490,krasnoselkup,65.7,82.4667,-26.77,100,79,1.77,RU,1675646216
491,reserva,-24.6503,-50.8506,16.96,86,26,0.73,BR,1675646485
492,xam nua,20.4197,104.0439,17.63,93,89,0.92,LA,1675646486
493,vilhena,-12.7406,-60.1458,20.38,96,96,0.94,BR,1675646487
494,vila,42.0304,-8.1588,3.72,59,1,2.27,PT,1675646204
495,mongo,12.1844,18.693,23.17,12,100,3.07,TD,1675646488
496,capitan bado,-23.2667,-55.5333,21.12,67,1,1.07,PY,1675646489
497,vaasa,63.096,21.6158,-1.14,80,0,2.06,FI,1675646489
498,tateyama,34.9833,139.8667,9.55,65,18,2.76,JP,1675646490
499,rafaela,-31.2503,-61.4867,26.66,33,0,0.89,AR,1675646490
500,yaan,7.3833,8.5667,27.98,21,100,1.74,NG,1675646491
501,rudbar,30.15,62.6,11.45,49,0,2.21,AF,1675646492
502,dong hoi,17.4833,106.6,22.17,94,82,0.42,VN,1675646492
503,vestmannaeyjar,63.4427,-20.2734,4.64,66,100,10.63,IS,1675646254
504,diego de almagro,-26.3667,-70.05,20.18,57,45,1.79,CL,1675646494
505,phillipsburg,40.6937,-75.1902,4.8,57,100,1.82,US,1675646495
506,ridgecrest,35.6225,-117.6709,11.92,46,20,8.05,US,1675646495
507,guangyuan,32.442,105.823,9.43,66,12,1.31,CN,1675646496
508,norilsk,69.3535,88.2027,-15.32,98,100,0.85,RU,1675646496
509,lamu,-2.2717,40.902,25.12,84,3,5.04,KE,1675646497
510,plettenberg bay,-34.0527,23.3716,20.77,96,60,2.05,ZA,1675646497
511,bonavista,48.6499,-53.1147,-4.51,77,99,9.8,CA,1675646497
512,kyzyl-suu,42.3414,78.0056,-2.32,70,100,1.96,KG,1675646498
513,itaituba,-4.2761,-55.9836,22.74,99,75,0.52,BR,1675646500
514,pinega,64.7001,43.3936,-19.56,99,76,2.7,RU,1675646505
515,marstal,54.8562,10.5173,2.95,86,100,3.92,DK,1675646508
516,milove,49.3787,40.1302,-10.45,96,84,3.36,UA,1675646508
517,casablanca,33.5928,-7.6192,7.01,78,0,2.43,MA,1675646303
518,aklavik,68.2191,-135.0107,-39.72,100,28,0.74,CA,1675645847
519,viedma,-40.8135,-62.9967,22.76,49,74,7.54,AR,1675646510
520,filadelfia,39.9523,-75.1638,7.27,58,0,0.0,US,1675645943
521,mlyniv,50.509,25.6168,-2.26,87,80,3.34,UA,1675646511
522,kano,12.0001,8.5167,16.94,59,0,2.06,NG,1675646262
523,bereda,43.2686,-7.5406,2.3,100,48,2.19,ES,1675646280
524,zapolyarnyy,69.4154,30.8136,-5.4,91,100,5.39,RU,1675646512
525,luebo,-5.35,21.4167,20.32,95,93,0.8,CD,1675646513
526,kawalu,-7.3817,108.2082,24.3,74,92,0.82,ID,1675646230
527,muzhi,65.3667,64.6667,-17.44,97,100,0.98,RU,1675646514
528,novyy buh,47.6931,32.5216,-2.84,83,95,6.15,UA,1675646515
529,yomou,7.5603,-9.2653,22.36,89,100,1.14,GN,1675646515
530,tiarei,-17.5333,-149.3333,29.01,75,100,5.78,PF,1675646442
531,oussouye,12.485,-16.5469,20.1,58,86,4.06,SN,1675646496
532,kemise,10.7167,39.8667,16.91,56,7,1.0,ET,1675646516
533,pokosnoye,55.5258,101.0536,-26.72,100,100,1.17,RU,1675646517
534,owensboro,37.7742,-87.1133,8.48,75,0,3.09,US,1675646492
535,griffith,41.5284,-87.4237,2.25,78,0,3.09,US,1675646445
536,paulista,-7.9408,-34.8731,27.92,81,26,3.8,BR,1675646518
537,lazaro cardenas,17.9583,-102.2,24.68,75,0,2.84,MX,1675646183
538,tirat karmel,32.7617,34.9719,13.16,60,10,11.43,IL,1675646519
539,carbondale,37.7273,-89.2168,9.47,72,0,2.06,US,1675646376
540,farmington hills,42.4853,-83.3772,3.75,82,100,4.63,US,1675646485
541,bogashevo,56.3683,85.1447,-20.09,84,20,1.0,RU,1675646520
542,conceicao do araguaia,-8.2578,-49.2647,23.19,92,45,1.37,BR,1675646521
543,banff,51.1762,-115.5698,3.57,55,44,2.06,CA,1675646522
544,mao,39.8885,4.2658,11.31,58,75,9.26,ES,1675646523
545,port macquarie,-31.4333,152.9167,28.27,56,3,4.29,AU,1675646446
546,nizhniy ingash,56.2,96.53,-23.95,100,100,1.45,RU,1675646524
547,panzhihua,26.5851,101.7128,10.06,48,0,0.62,CN,1675646524
548,susurluk,39.9136,28.1578,1.02,98,100,9.64,TR,1675646525
549,bayan,46.0833,127.4,-17.49,92,52,1.37,CN,1675646526
550,panaba,21.2833,-88.2667,21.92,86,27,4.83,MX,1675646491
551,placido de castro,-10.3353,-67.1856,22.55,98,100,1.05,BR,1675646528
552,ahuimanu,21.4447,-157.8378,27.84,75,40,6.69,US,1675646382
553,pericos,25.05,-107.7,25.2,51,0,2.53,MX,1675646530
554,lompoc,34.6391,-120.4579,13.8,80,0,6.69,US,1675645918
555,talaya,61.3833,152.75,-32.41,98,100,1.38,RU,1675646533
556,norwalk,33.9022,-118.0817,17.96,64,20,9.77,US,1675646538
557,jibuti,11.5,42.5,19.24,81,32,3.99,DJ,1675646539
558,mandan,46.8267,-100.8896,-0.35,82,0,4.47,US,1675646540
559,yeppoon,-23.1333,150.7333,29.88,76,60,7.5,AU,1675646339
560,helena,46.5927,-112.0361,4.44,77,0,2.57,US,1675646543
561,kushmurun,52.4503,64.6311,-13.92,96,96,3.0,KZ,1675646454
562,balaipungut,1.05,101.2833,23.99,94,100,0.64,ID,1675646548
563,acarau,-2.8856,-40.12,25.52,85,100,4.29,BR,1675646335
564,coihaique,-45.5752,-72.0662,14.34,67,1,3.43,CL,1675646396
565,luwuk,-0.9516,122.7875,29.44,62,96,1.8,ID,1675646556
566,nalut,30.3333,10.85,8.12,67,100,2.98,LY,1675646556
567,ileza,61.0533,43.9002,-22.11,100,100,0.48,RU,1675646557
568,meulaboh,4.1363,96.1285,24.49,86,100,2.85,ID,1675646226
569,maracacume,-2.0428,-45.9592,22.75,98,81,1.39,BR,1675646558
570,evensk,61.95,159.2333,-24.89,78,19,3.71,RU,1675646505
571,neiafu,-18.65,-173.9833,29.38,74,75,4.12,TO,1675646560
572,vila velha,-20.3297,-40.2925,27.19,84,0,5.66,BR,1675645961
573,haines junction,60.7522,-137.5108,-10.03,79,100,0.51,CA,1675646264
574,ahar,38.4774,47.0699,-1.48,84,100,3.15,IR,1675646565
575,seoul,37.5683,126.9778,2.76,87,20,0.51,KR,1675646352
576,covington,39.0837,-84.5086,9.08,69,40,3.09,US,1675646565
577,igarka,67.4667,86.5833,-20.94,99,100,2.29,RU,1675646566
578,taguatinga,-12.3857,-46.5711,24.68,71,20,0.63,BR,1675646567
